Date,SPY,FEZ,EWJ,EEM,IEF,TLT,TIP,GLD,DBC,DBA,IYR
2008-05-18,0.002308235524096008,0.001915399083814409,0.000545975259113204,0.0020837821592075644,-0.001735944517544047,-0.00042466202313423327,-0.00026258193813465857,0.001578127266881189,-0.00017848264670677544,-0.0006724147816776897,0.0002483713620258564
2008-05-25,-0.0030183980755083013,-0.0012773537216227108,-0.0003213596707543279,-0.0015778369560264201,0.00020926524160196647,-4.600234801415576e-05,0.0018339066198896933,0.0019427269476398703,0.0025063970789432604,-0.0011797899246842897,-0.0002982039123905057
2008-06-01,0.0016554525024466808,-8.994131585065974e-05,0.00024190218167052693,0.0006581791619528167,-0.003686722339694363,-0.0009854435247267752,-0.004057527247046474,-0.0033931243791580465,-0.0022767475784460736,-0.0010959792206893357,0.00015929288204672297
2008-06-08,-0.0023849070105927406,-0.0023306217241008714,-0.0002096832721019301,-0.0015890462547406157,0.0029640581229481884,0.0005413532552686624,0.0018827014649458113,0.0015182277581753249,0.0028149314398438464,0.0035641643134962414,-0.000148307230163787
2008-06-15,-8.48336279922666e-05,-0.0013428937137981945,-0.0003869429619919665,-0.0008808474055070704,-0.006212656538110818,-0.0012756132755964108,-0.004668672280570939,-0.0029813514226131026,0.0027020758026087013,0.004311073043530613,-8.620719408773947e-05
2008-06-22,-0.002359894210772015,-0.0013554326138724025,-0.00047045605487302074,-0.001051843578003602,0.0021154935179510427,0.0006732586491736204,0.001973769630929489,0.0029297073779786485,0.000433932573454638,-0.0006500652957798216,-0.00023999520269897052
2008-06-29,-0.0025833255495625136,-0.001119161067920872,-8.532008312929764e-05,-0.0002631715676760314,0.004077275964782773,0.0018178208908177027,0.005155048708308729,0.0023914711441550027,0.002927109727286842,0.00214689503945081,-0.00032083883134287615
2008-07-06,-0.000810231088346367,-0.0003546645273556615,-0.00021026559760471247,-0.0015888688707416914,0.00018109159504434112,6.0369942874193216e-05,0.0025599229518982825,0.0005334640526334721,0.0013947755349048678,0.0003900066553821928,-0.00020016997743509723
2008-07-13,-0.0016387233316181456,-0.001237042399737857,-0.0004053353689708181,-2.1010194933849492e-05,0.0007313144129935015,6.737351454563395e-05,-0.0011495112051291211,0.0027530647591750314,-0.0008237061394809546,-0.002129311445152504,-6.991634880992998e-05
2008-07-20,0.0014543664858414317,0.0020205064355126056,9.81973951569613e-05,0.0002503992648710363,-0.0021718953848176787,-0.0012790374269054322,-0.0023192448511708806,-0.0008573092461617091,-0.006687823860189366,-0.0044278905026287245,0.0003127096335871467
2008-07-27,-0.00033626192934095323,-0.00029085485299142674,0.00012286269863042383,-0.0006415464526285905,-3.704193575961301e-07,-0.00023605371203689265,-0.0027364767330783735,-0.0021669822279978554,-0.0034509641064947986,-0.0016394336531519408,5.299416629050961e-05
